from_date,to_date,pm25,pm10,no,nh3,no2,nox,so2,co,ozone,bp,wind_speed,air_temp,humidity,rainfall
2018-09-23 22:00:00,2018-09-23 23:00:00,23.757714285714286,33.96933333333333,9.4978125,21.3224,25.5369696969697,22.4184375,12.571071428571429,0.7661290322580645,18.79176470588235,957.0130434782608,1.7375,25.019545454545458,93.60461538461537,0.2890909090909091
2018-09-23 23:00:00,2018-09-24 00:00:00,21.279999999999998,28.113999999999997,7.6325,21.0484,19.44939393939394,17.5515625,11.821785714285713,0.6409677419354839,21.62205882352941,957.1921739130433,2.103333333333333,23.887272727272727,93.93038461538461,0.34727272727272723
2018-09-24 00:00:00,2018-09-24 01:00:00,15.360857142857142,19.733333333333334,6.373939393939394,21.220399999999998,16.965757575757575,15.3203125,11.664642857142857,0.5819354838709677,20.473823529411764,956.6982608695653,2.169583333333333,23.994545454545456,94.1776923076923,0.25727272727272726
2018-09-24 01:00:00,2018-09-24 02:00:00,14.134857142857141,19.740666666666666,5.815757575757576,22.678800000000003,16.756363636363638,14.646875,11.575000000000001,0.557741935483871,20.29939393939394,954.0713043478261,2.0100000000000002,24.141363636363636,93.82576923076924,0.03363636363636364
2018-09-24 02:00:00,2018-09-24 03:00:00,16.146470588235296,22.388620689655173,6.385000000000001,20.877391304347828,16.740322580645163,14.627741935483872,13.699583333333335,0.5646428571428571,18.341764705882355,952.2039130434782,1.9875,24.30454545454546,92.88384615384615,0.029523809523809525
2018-09-24 03:00:00,2018-09-24 04:00:00,14.983235294117648,24.738666666666667,5.88516129032258,19.436400000000003,15.317878787878788,13.3575,11.967857142857143,0.5806451612903226,17.516176470588235,951.8930434782609,1.9495833333333332,24.404545454545453,91.855,0.018095238095238095
2018-09-24 04:00:00,2018-09-24 05:00:00,14.689411764705882,25.128333333333334,5.430625,19.6432,14.821212121212122,12.9575,11.580714285714285,0.5651612903225807,17.413529411764703,951.7039130434782,1.9766666666666666,24.509545454545457,90.99846153846154,0.023809523809523808
2018-09-24 05:00:00,2018-09-24 06:00:00,13.714117647058822,26.38133333333333,6.074838709677419,19.9468,15.633333333333333,13.7325,12.478928571428572,0.5703225806451613,16.268529411764707,951.7873913043478,1.8095833333333333,24.62090909090909,90.5823076923077,0.018095238095238095
2018-09-24 06:00:00,2018-09-24 07:00:00,16.26794117647059,29.470666666666666,7.6859375000000005,20.4888,18.01030303030303,16.595937499999998,11.951071428571428,0.6809677419354838,14.886470588235294,952.2491304347826,1.8054166666666667,24.750454545454545,89.81230769230768,0.011904761904761904
2018-09-24 07:00:00,2018-09-24 08:00:00,19.697999999999997,35.345666666666666,11.1453125,20.8648,21.07272727272727,20.8171875,11.560714285714285,0.7206451612903225,12.532424242424241,952.7769565217391,1.96375,24.865,89.02692307692307,0.0
2018-09-24 08:00:00,2018-09-24 09:00:00,25.848823529411764,38.715161290322584,13.528709677419354,21.2608,22.2625,23.792258064516126,10.181111111111111,0.7763333333333333,12.8734375,953.225652173913,2.026086956521739,25.092272727272725,88.5064,0.1
2018-09-24 09:00:00,2018-09-24 10:00:00,41.15382352941177,40.89064516129033,25.92290322580645,22.7052,25.078064516129032,36.38258064516129,10.633333333333335,0.7586666666666667,14.111875,954.5982608695651,1.732608695652174,25.11909090909091,89.0072,0.26
2018-09-24 10:00:00,2018-09-24 11:00:00,22.733235294117645,41.83838709677419,28.167096774193546,23.5576,29.560312500000002,39.2971875,10.84962962962963,0.8083333333333333,12.460625,955.1278260869565,1.37375,24.976363636363637,92.7992,0.10047619047619047
2018-09-24 11:00:00,2018-09-24 12:00:00,23.211470588235294,41.9183870967742,22.848387096774193,25.16,31.840625,36.36096774193548,9.93148148148148,0.9286206896551724,13.2225,953.3639130434782,1.4641666666666666,25.88090909090909,91.1452,0.017142857142857144
2018-09-24 12:00:00,2018-09-24 13:00:00,26.259705882352943,49.52483870967742,19.16032258064516,25.3568,32.174375,32.47125,10.461851851851852,0.8774193548387097,14.2403125,952.9230434782609,1.3804166666666668,25.99318181818182,91.00959999999999,0.07761904761904762
2018-09-24 13:00:00,2018-09-24 14:00:00,26.984411764705882,46.59032258064516,18.603749999999998,24.824,32.89878787878788,32.934375,10.901071428571429,0.8903125,16.506666666666668,952.3678260869565,1.2828,26.420909090909092,90.38807692307692,0.041428571428571426
2018-09-24 14:00:00,2018-09-24 15:00:00,27.860833333333332,42.609375,14.65030303030303,23.873076923076926,32.065,29.726060606060607,11.0825,0.8554545454545455,21.04441176470588,953.1366666666667,1.2511538461538463,27.340869565217393,86.53444444444443,0.0004761904761904762
2018-09-24 15:00:00,2018-09-24 16:00:00,27.297142857142855,48.046875,13.627812500000001,24.0352,30.240606060606062,27.55875,12.043214285714285,0.841875,20.615714285714283,952.6658333333334,1.2326923076923075,26.722608695652173,86.69074074074075,0.01
2018-09-24 16:00:00,2018-09-24 17:00:00,25.850555555555555,47.621875,21.436875,27.5412,31.00121212121212,32.061875,12.100714285714286,0.7975,18.468285714285713,952.435,1.101923076923077,25.449565217391307,91.43333333333332,0.15857142857142859
2018-09-24 17:00:00,2018-09-24 18:00:00,21.105277777777776,37.0159375,22.003125,25.04,37.17636363636363,37.30787878787879,11.444827586206896,0.8990909090909092,16.14257142857143,952.7145833333334,1.1892307692307693,25.420434782608694,91.88592592592593,0.011428571428571429
2018-09-24 18:00:00,2018-09-24 19:00:00,25.81,47.083125,25.070625,26.902800000000003,37.8239393939394,41.207187499999996,10.663571428571428,0.9706451612903225,13.8,952.93375,1.4911538461538463,24.96217391304348,92.6211111111111,0.02
2018-09-24 19:00:00,2018-09-24 20:00:00,25.400277777777777,44.7421875,16.24030303030303,23.556538461538462,30.466176470588234,30.654242424242426,9.951071428571428,0.8309375,15.363714285714286,953.6370833333334,1.7757692307692308,24.63608695652174,92.34555555555555,0.029047619047619048
2018-09-24 20:00:00,2018-09-24 21:00:00,18.99514285714286,32.2259375,19.453939393939393,21.976153846153846,27.458529411764708,31.053030303030305,9.566785714285714,0.73375,16.235142857142858,954.18125,1.833076923076923,24.133478260869566,92.58296296296295,0.04
2018-09-24 21:00:00,2018-09-24 22:00:00,14.983529411764707,29.3609375,17.27787878787879,22.201923076923077,23.338529411764707,27.545151515151517,9.99,0.6615625,18.672,954.5487499999999,1.8626923076923076,23.496956521739133,93.24592592592592,0.039047619047619046
2018-09-24 22:00:00,2018-09-24 23:00:00,15.851470588235296,21.333870967741937,16.26090909090909,21.94192307692308,23.629411764705882,26.83151515151515,9.853703703703705,0.6115625,18.154,954.7408333333333,1.7784,23.117391304347827,93.78592592592592,0.019523809523809527
2018-09-24 23:00:00,2018-09-25 00:00:00,14.167058823529413,17.968709677419355,13.190606060606061,22.134615384615383,21.886470588235294,23.413636363636364,10.625925925925925,0.5646875,18.658285714285714,954.6916666666666,1.778,22.99086956521739,93.89370370370371,0.005714285714285714
2018-09-25 00:00:00,2018-09-25 01:00:00,12.881818181818183,20.71225806451613,10.9121875,22.520384615384614,18.708181818181817,20.058125,10.195925925925927,0.5946875,19.25057142857143,954.4304166666667,1.8596000000000001,22.861739130434785,93.84444444444445,0.011428571428571429
2018-09-25 01:00:00,2018-09-25 02:00:00,13.541470588235295,21.87741935483871,9.21516129032258,23.952399999999997,16.3671875,17.76774193548387,10.516538461538461,0.575625,21.54294117647059,954.2279166666667,1.9047999999999998,22.652173913043477,93.89148148148149,0.0
2018-09-25 02:00:00,2018-09-25 03:00:00,12.573823529411765,21.863870967741935,8.756206896551724,23.074782608695653,15.998333333333333,17.052666666666667,12.81409090909091,0.5051851851851852,23.325714285714284,954.0016666666667,1.8664,22.44913043478261,93.71576923076924,0.002380952380952381
2018-09-25 03:00:00,2018-09-25 04:00:00,10.937058823529412,19.307741935483868,8.739032258064517,20.1144,15.4509375,16.90806451612903,11.4444,0.5180645161290323,24.28457142857143,953.8866666666667,1.8936000000000002,22.306956521739128,93.66038461538461,0.0
2018-09-25 04:00:00,2018-09-25 05:00:00,10.62264705882353,17.268709677419356,9.94,20.2588,15.99625,18.07935483870968,11.2852,0.5196774193548387,24.297142857142855,953.9470833333334,1.8844,22.253913043478263,93.44923076923077,0.0019047619047619048
2018-09-25 05:00:00,2018-09-25 06:00:00,10.540882352941177,17.663870967741936,12.341290322580644,20.2472,17.9753125,21.11516129032258,11.109615384615385,0.5248387096774193,21.09470588235294,954.2329166666667,1.6676,22.281304347826087,93.44884615384616,0.011904761904761904
2018-09-25 06:00:00,2018-09-25 07:00:00,11.086176470588235,22.3378125,14.3375,20.41846153846154,20.12764705882353,23.275454545454547,10.058846153846154,0.6119354838709677,18.850882352941174,954.7520833333333,1.4276,22.33608695652174,93.76444444444444,0.0
2018-09-25 07:00:00,2018-09-25 08:00:00,14.055714285714286,27.223125,17.02030303030303,21.215384615384615,21.748529411764707,26.51909090909091,10.457857142857142,0.695625,17.931470588235292,955.3916666666668,1.5212,22.358695652173914,93.7788888888889,0.007619047619047619
2018-09-25 08:00:00,2018-09-25 09:00:00,18.618,29.5065625,18.79264705882353,21.590384615384615,23.30205882352941,28.975454545454546,10.522499999999999,0.7581249999999999,17.55794117647059,955.9658333333333,1.3452000000000002,22.531739130434783,93.45962962962962,1.696190476190476
2018-09-25 09:00:00,2018-09-25 10:00:00,22.162,38.1840625,22.475882352941177,22.052692307692308,24.617941176470588,33.197575757575756,9.96111111111111,0.8146875,18.116857142857143,956.4366666666666,1.3316,23.233478260869564,91.95333333333332,0.017142857142857144
2018-09-25 10:00:00,2018-09-25 11:00:00,23.38742857142857,43.35875,25.38,22.40692307692308,25.710588235294118,35.627878787878785,10.308214285714286,0.8178125,20.21257142857143,956.6741666666667,1.6144,23.889565217391304,89.63962962962962,0.0038095238095238095
2018-09-25 11:00:00,2018-09-25 12:00:00,24.287714285714284,48.6240625,22.186969696969697,22.295384615384613,25.04558823529412,32.58969696969697,10.438928571428573,0.7929032258064517,19.182285714285715,956.6433333333333,1.7944,24.040434782608692,88.84962962962963,0.005714285714285714
2018-09-25 12:00:00,2018-09-25 13:00:00,22.930588235294117,52.24875,20.00242424242424,21.819615384615382,24.331764705882353,30.62666666666667,10.425925925925926,0.744,20.905428571428573,956.3279166666666,1.8215999999999999,24.215652173913046,87.97555555555556,0.0
2018-09-25 13:00:00,2018-09-25 14:00:00,20.89742857142857,49.2903125,19.14090909090909,21.66846153846154,25.983235294117645,30.384545454545457,10.100714285714286,0.794516129032258,21.295294117647057,955.7775,1.6372,24.78217391304348,86.16592592592593,0.002380952380952381
2018-09-25 14:00:00,2018-09-25 15:00:00,20.16888888888889,56.004375,15.4378125,21.051923076923078,22.49909090909091,24.083636363636362,10.27,0.8657575757575757,26.960588235294118,955.0679166666667,1.5284,26.94086956521739,78.47518518518518,0.0
2018-09-25 15:00:00,2018-09-25 16:00:00,21.756176470588237,57.939677419354844,15.554848484848486,21.580000000000002,23.49878787878788,26.140625,10.380714285714285,0.82375,32.82235294117647,954.5675,1.4063999999999999,26.96608695652174,77.75296296296295,0.0
2018-09-25 16:00:00,2018-09-25 17:00:00,25.515588235294118,62.08032258064516,15.4878125,22.470384615384617,27.069999999999997,27.6984375,10.71107142857143,0.835,29.199411764705882,954.3783333333332,1.338,25.889565217391304,79.79481481481481,0.0
2018-09-25 17:00:00,2018-09-25 18:00:00,25.197272727272725,69.8532258064516,18.25,23.14653846153846,31.65606060606061,32.060625,10.990344827586208,0.97125,22.720588235294116,954.2979166666668,1.2980769230769231,25.719130434782606,81.71962962962962,0.0
2018-09-25 18:00:00,2018-09-25 19:00:00,28.42030303030303,78.1241935483871,20.104193548387098,23.1036,37.1046875,35.84225806451613,11.233928571428573,1.0274193548387098,15.291818181818181,952.9369565217391,1.0195999999999998,24.76863636363636,87.24884615384615,0.005714285714285714
2018-09-25 19:00:00,2018-09-25 20:00:00,35.57875,96.56903225806451,39.184687499999995,24.513076923076923,41.83818181818182,50.82636363636364,12.254137931034483,1.273125,10.469411764705882,954.4658333333333,0.8796153846153847,24.25695652173913,89.66444444444444,0.0
2018-09-25 20:00:00,2018-09-25 21:00:00,37.43411764705883,114.74483870967742,46.9615625,24.10230769230769,41.377272727272725,56.69424242424242,12.172068965517242,1.3546875,9.266363636363637,954.8279166666666,0.8226923076923077,24.06,90.20296296296296,0.0
2018-09-25 21:00:00,2018-09-25 22:00:00,38.621212121212125,114.31870967741936,45.9196875,24.450000000000003,38.806060606060605,57.3171875,12.43,1.3443749999999999,9.200606060606061,955.0258333333333,0.9388461538461539,23.882608695652173,92.13481481481482,0.0
2018-09-25 22:00:00,2018-09-25 23:00:00,39.42029411764706,111.52612903225807,43.5975,24.509999999999998,39.07818181818182,55.771875,12.85896551724138,1.24875,9.08878787878788,954.9187499999999,0.9596153846153845,23.758695652173916,91.65925925925927,0.0
2018-09-25 23:00:00,2018-09-26 00:00:00,39.96705882352941,102.44935483870967,35.8209375,24.13923076923077,36.54606060606061,48.676249999999996,12.526206896551724,1.0728125,8.786666666666665,954.7054166666667,1.0380769230769231,23.624782608695654,91.60740740740741,0.005714285714285714
2018-09-26 00:00:00,2018-09-26 01:00:00,39.57147058823529,97.59032258064516,30.8490625,25.31269230769231,34.21545454545455,43.433125,10.64448275862069,0.991875,8.848181818181818,954.4633333333333,0.9996153846153846,23.436086956521738,91.88703703703703,0.0
2018-09-26 01:00:00,2018-09-26 02:00:00,37.78272727272727,87.90612903225806,26.119032258064518,25.17,31.009999999999998,38.91290322580645,9.774642857142856,0.8954838709677418,11.401875,963.0904347826088,1.0156,23.01818181818182,92.60230769230769,0.0
2018-09-26 02:00:00,2018-09-26 03:00:00,37.164545454545454,80.32516129032258,26.64107142857143,24.41,28.546206896551727,37.08,10.419565217391305,0.7725,9.754545454545454,962.8900000000001,0.9296000000000001,22.81590909090909,92.9976923076923,0.0
2018-09-26 03:00:00,2018-09-26 04:00:00,37.77848484848485,80.66806451612904,22.280322580645162,23.688333333333333,26.7958064516129,33.77466666666667,10.1128,0.7770967741935484,9.116060606060605,962.6373913043478,0.7756000000000001,22.18318181818182,93.41653846153847,0.0
2018-09-26 04:00:00,2018-09-26 05:00:00,47.373125,79.91935483870968,31.274827586206897,23.86521739130435,26.918666666666663,40.63310344827587,10.075769230769232,0.7853333333333333,9.081470588235293,962.7521739130434,0.8432,22.149545454545457,93.66461538461539,0.0
2018-09-26 05:00:00,2018-09-26 06:00:00,69.02484848484849,82.12741935483871,36.90586206896552,23.882173913043477,27.704333333333334,45.47689655172414,11.002307692307692,0.7923333333333333,8.686363636363636,963.1160869565217,1.0284,22.120454545454546,93.74038461538461,0.0
2018-09-26 06:00:00,2018-09-26 07:00:00,68.96878787878788,79.09032258064516,42.12733333333333,24.545833333333334,28.001612903225805,49.773,11.924444444444443,0.856,8.64970588235294,963.54,1.0328,22.275454545454547,93.635,0.0
2018-09-26 07:00:00,2018-09-26 08:00:00,64.34235294117649,81.41193548387096,40.56266666666667,24.848333333333333,31.490967741935485,49.37533333333333,12.827407407407408,0.9161290322580645,10.401470588235293,964.0904347826088,1.284,24.160454545454545,89.49730769230769,0.0
2018-09-26 08:00:00,2018-09-26 09:00:00,57.198235294117644,86.08645161290322,29.643666666666665,24.729166666666668,31.502903225806453,40.76133333333333,12.281851851851853,0.8993548387096774,15.728823529411764,964.4626086956522,1.43,26.702727272727273,81.2623076923077,0.0
2018-09-26 09:00:00,2018-09-26 10:00:00,36.67285714285714,83.05612903225806,21.4396875,25.428800000000003,28.1684375,33.327741935483864,11.889999999999999,0.8490322580645161,23.86235294117647,955.8220833333334,1.4404,28.827391304347824,74.85444444444444,0.0
2018-09-26 10:00:00,2018-09-26 11:00:00,34.501999999999995,82.03870967741935,16.7653125,24.99846153846154,24.65818181818182,27.182187499999998,10.932068965517242,0.7837500000000001,35.929117647058824,955.9625,1.4344,30.309565217391306,68.49888888888889,0.0
2018-09-26 11:00:00,2018-09-26 12:00:00,33.06058823529412,88.91833333333334,14.088709677419354,24.798000000000002,23.9446875,24.4275,11.968214285714286,0.7386666666666667,51.084545454545456,955.8024999999999,1.3024,31.633043478260866,61.47296296296296,0.0
2018-09-26 12:00:00,2018-09-26 13:00:00,29.490294117647057,94.37633333333333,10.725483870967743,23.1644,22.9278125,21.0846875,11.8575,0.7058064516129032,58.343030303030304,955.31,1.4028,32.45304347826087,54.98111111111111,0.0
2018-09-26 13:00:00,2018-09-26 14:00:00,25.564411764705884,85.78333333333333,10.5609375,21.983461538461537,22.106060606060606,20.9296875,11.441428571428572,0.7519354838709676,59.96818181818182,954.7295833333333,1.5675999999999999,32.69521739130435,52.76777777777778,0.0
2018-09-26 14:00:00,2018-09-26 15:00:00,24.069117647058825,83.109,12.036249999999999,21.651153846153843,21.144848484848485,21.8778125,11.80107142857143,0.6519354838709678,59.16212121212121,954.1966666666667,1.6128,32.60391304347826,52.50925925925926,0.0
2018-09-26 15:00:00,2018-09-26 16:00:00,23.55030303030303,84.69666666666667,13.134848484848485,21.450769230769232,21.686060606060607,22.821875,12.021379310344829,0.6458064516129032,58.527058823529416,953.8870833333334,1.66,32.082608695652176,53.47185185185185,0.0
2018-09-26 16:00:00,2018-09-26 17:00:00,24.380571428571425,87.08935483870968,14.38875,22.317692307692308,24.9269696969697,25.171875,11.817931034482758,0.672258064516129,52.86676470588235,953.7720833333333,1.5423076923076924,30.94391304347826,57.57,0.0
2018-09-26 17:00:00,2018-09-26 18:00:00,31.02029411764706,99.21483870967741,17.1546875,21.982692307692307,32.914545454545454,31.3784375,11.714827586206898,0.875,39.05794117647059,953.8533333333334,1.21,29.281739130434783,65.18666666666667,0.0
